id,month-12,month-11,month-10,month-9,month-8,month-7,month-6,month-5,month-4,month-3,month-2,month-1
2,1,1,1,1,1,1,1,1,1,4,4,5
3,1,1,1,1,1,1,1,1,1,1,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4
8,4,4,4,4,4,4,4,4,4,4,4,4
16,1,1,1,1,1,1,1,1,1,1,1,1
19,3,4,4,4,4,4,4,4,4,4,4,4
20,1,1,1,1,1,1,1,1,1,1,1,5
25,1,1,1,1,1,1,1,1,1,3,3,3
27,4,4,4,4,4,4,4,4,4,4,4,4
30,4,1,1,1,3,3,3,3,3,3,3,3
37,1,1,1,1,1,1,1,1,1,1,1,4
43,1,3,4,4,3,3,3,3,4,4,4,4
44,1,1,1,1,1,1,1,1,1,1,1,4
49,1,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1,1,5
57,1,1,1,1,4,4,4,4,3,3,4,4
58,3,1,1,3,3,3,3,3,3,3,3,3
61,1,1,1,1,1,1,1,1,1,1,5,5
68,1,1,1,1,1,1,1,1,1,1,4,4
75,1,1,1,1,1,1,1,1,1,1,1,5
86,4,4,4,4,4,4,4,4,4,4,4,4
89,1,1,1,1,1,1,1,1,1,1,1,1
91,1,1,1,1,1,1,1,1,1,1,1,1
92,3,3,3,3,4,4,4,4,4,4,4,4
95,1,1,1,1,1,1,1,1,1,1,1,4
96,0,0,0,0,1,1,1,1,1,1,1,4
97,1,1,1,1,1,1,1,1,1,3,3,3
98,1,1,1,1,1,1,1,1,1,1,1,4
99,1,1,1,1,1,1,1,1,1,1,1,1
100,4,4,4,4,4,3,3,3,3,4,4,4
102,1,1,1,1,1,1,4,4,1,1,1,1
111,1,1,1,1,1,1,1,1,1,1,5,5
112,4,4,3,4,4,4,4,4,4,4,4,4
121,1,1,1,1,1,1,1,1,1,1,1,4
124,1,4,4,4,4,4,4,4,4,4,4,4
128,1,1,1,1,1,1,1,1,1,1,1,1
133,1,1,1,1,1,1,1,1,1,1,1,1
137,1,1,1,1,1,1,1,1,1,1,1,1
138,4,4,4,4,1,1,1,1,1,1,4,4
140,1,1,1,1,1,1,1,1,1,1,1,1
143,3,3,3,4,4,4,3,3,3,3,3,3
144,3,3,3,3,3,3,3,3,4,4,4,4
147,1,1,1,3,3,3,3,3,3,3,3,5
149,1,1,1,1,1,1,1,1,1,1,1,1
153,1,1,1,1,1,1,1,1,1,1,1,4
157,1,1,1,1,1,1,1,1,1,1,3,3
158,1,1,1,1,1,1,1,3,3,3,3,3
160,1,1,1,1,1,1,1,1,1,1,1,1
161,1,3,3,3,3,3,3,3,3,3,5,5
165,1,1,1,1,1,1,1,1,1,1,1,3
172,4,4,4,4,4,4,4,4,4,4,4,4
174,1,1,1,1,1,1,1,1,1,1,1,1
175,4,4,4,4,4,4,4,3,3,3,3,3
179,1,1,1,1,1,1,3,3,5,5,5,5
180,4,4,4,4,4,4,4,4,4,4,4,4
183,1,1,1,1,1,1,1,1,4,1,4,4
186,1,1,1,1,1,1,1,1,1,1,1,1
188,1,1,1,1,1,1,1,1,1,4,4,4
190,4,4,4,4,4,4,4,4,4,4,4,4
192,1,1,1,1,1,1,1,1,1,1,1,5
197,1,1,1,1,1,1,1,4,4,4,4,4
200,1,1,3,3,3,3,3,3,3,4,4,4
204,4,4,4,4,4,4,4,4,4,4,4,4
205,0,0,0,0,1,1,4,4,4,4,4,4
208,4,4,4,4,4,4,4,4,4,4,4,4
221,4,4,4,4,4,4,4,4,4,4,4,4
224,4,4,4,4,4,4,4,4,4,4,4,4
227,4,4,4,4,4,4,4,4,4,4,4,4
228,4,1,1,1,4,4,4,4,4,4,4,4
229,4,3,4,4,4,4,4,4,4,4,4,4
231,1,1,1,1,1,1,1,1,1,1,1,1
236,1,1,1,1,1,1,1,1,1,1,1,1
237,4,4,4,4,4,4,4,1,1,4,4,4
239,4,4,4,3,3,3,4,4,4,4,4,4
240,1,1,1,1,1,1,1,1,1,1,1,1
242,1,1,1,1,1,1,1,1,1,1,4,4
244,0,0,0,0,0,0,0,0,0,0,0,0
245,1,1,1,1,1,1,1,1,1,1,1,1
249,3,3,3,3,4,4,4,4,4,4,4,4
250,1,1,1,1,1,1,1,1,1,1,1,1
252,3,3,3,3,3,3,3,5,5,5,5,5
254,3,3,3,3,3,3,3,1,1,1,5,5
255,1,1,3,3,3,3,3,3,3,3,5,5
256,4,4,4,4,4,4,4,4,4,4,4,4
258,4,4,4,4,4,4,4,4,4,4,4,4
265,1,1,1,1,1,1,1,1,1,3,3,3
272,1,1,1,1,1,1,1,1,1,1,1,4
275,1,1,1,1,1,1,1,1,1,1,1,1
278,3,3,3,3,3,3,3,3,3,5,5,5
282,1,1,1,1,1,1,1,1,1,1,1,1
285,4,4,4,4,4,4,4,4,4,4,4,4
287,4,4,4,4,4,4,4,4,4,4,4,4
288,4,4,4,4,4,4,4,4,4,4,4,4
289,4,3,3,3,3,4,4,4,4,4,4,4
290,4,4,1,1,1,1,1,0,0,0,0,4
292,1,1,1,1,1,1,4,1,1,1,1,4
293,1,1,1,1,1,1,1,1,1,1,1,1
294,1,1,1,1,1,1,1,1,1,1,1,1
297,0,0,1,1,1,4,4,4,4,4,4,4
305,4,4,4,4,4,4,4,4,4,4,4,4
312,1,1,1,1,1,1,1,1,4,4,4,4
314,1,1,1,1,1,4,4,4,4,4,4,4
322,1,1,1,1,1,1,1,1,1,1,4,4
333,1,1,1,1,1,1,1,1,1,1,1,5
335,1,1,1,1,1,4,4,4,4,4,4,4
338,3,3,3,3,3,4,4,4,4,4,4,4
339,4,4,4,4,4,4,4,4,4,4,4,4
340,4,4,4,4,4,4,4,4,4,4,4,4
343,4,4,4,4,4,4,4,4,4,4,4,3
344,1,1,1,1,1,1,3,3,3,3,5,5
347,1,1,1,1,1,1,1,1,1,1,4,4
354,1,1,1,1,1,1,1,1,1,1,1,1
365,4,4,4,4,4,4,4,4,4,4,4,4
369,1,1,1,1,1,1,1,1,1,1,1,1
373,1,1,1,1,1,4,4,4,4,4,4,4
374,1,1,1,1,1,1,1,1,1,1,1,1
379,4,4,4,4,4,4,4,4,4,4,4,4
382,0,0,0,0,0,0,0,0,0,0,0,0
385,1,1,1,1,1,1,1,1,1,1,1,1
388,1,1,1,1,1,1,1,1,1,1,5,5
390,3,3,3,4,4,4,4,4,4,4,4,4
391,3,4,4,3,3,4,4,4,4,4,4,4
395,4,4,3,3,4,4,4,4,4,4,4,4
397,4,4,4,4,4,4,4,4,4,4,4,4
399,1,1,1,1,1,1,1,1,1,1,1,5
400,1,1,1,1,1,1,1,1,1,1,1,1
401,4,1,1,4,4,4,4,4,4,4,4,4
402,3,3,3,3,3,3,3,3,3,3,4,4
405,3,3,3,3,3,3,3,3,3,3,3,5
407,1,1,1,1,1,1,1,1,1,1,1,5
414,3,3,3,3,3,3,3,1,1,4,4,4
416,3,3,3,3,3,3,3,3,3,3,3,3
418,1,1,1,1,1,1,1,1,1,1,1,1
423,1,1,1,1,1,1,1,1,1,1,1,5
425,4,4,4,4,4,4,4,4,4,4,4,4
427,1,1,1,1,1,1,1,1,1,1,4,4
431,1,1,1,1,1,1,1,1,1,1,1,1
437,1,1,1,1,1,1,1,1,1,1,1,3
438,1,1,1,1,1,1,1,1,1,1,1,5
439,1,1,1,1,1,1,1,1,1,1,1,1
442,4,4,4,4,4,4,4,4,4,4,4,4
444,1,1,1,1,1,1,4,1,1,1,4,4
446,4,4,1,1,1,1,1,1,1,5,5,5
452,1,3,3,3,3,3,3,3,4,4,4,4
455,4,4,4,4,4,1,4,3,3,3,5,5
458,1,1,1,1,1,1,1,1,1,1,1,1
459,1,1,1,1,1,1,1,1,1,1,5,5
462,1,1,1,1,1,1,1,1,1,1,1,1
465,1,1,1,1,1,1,1,4,4,4,1,4
467,1,1,1,1,1,1,1,1,1,1,1,4
471,3,3,3,3,3,3,3,3,5,5,5,5
474,1,1,1,1,1,1,1,1,1,1,1,1
475,1,1,1,1,1,1,1,1,1,1,1,1
476,1,1,1,1,1,1,4,4,4,4,4,4
478,4,4,4,4,4,4,4,4,4,4,4,4
485,4,4,4,3,3,3,3,3,3,4,4,4
491,0,0,0,0,0,0,0,0,0,0,0,0
492,1,1,1,1,1,1,1,1,1,1,5,5
495,3,3,3,3,3,3,3,3,3,3,4,4
499,1,1,1,1,1,1,1,1,1,1,1,1
503,3,3,3,3,3,3,3,4,4,4,4,4
504,4,4,4,4,4,4,4,4,4,4,4,4
506,1,1,1,1,1,1,1,1,1,1,1,1
507,4,4,4,4,4,4,4,4,4,4,4,4
514,1,1,1,1,1,1,1,4,4,4,4,4
519,1,1,4,4,4,4,4,4,4,4,4,4
522,4,4,4,4,4,4,4,4,4,4,4,4
528,3,4,4,3,3,3,3,3,4,4,4,4
529,1,1,1,1,1,1,1,1,1,1,1,4
530,4,4,4,4,4,4,4,4,4,4,4,4
533,3,3,3,3,3,3,3,3,3,3,5,5
536,3,3,3,3,3,4,4,4,4,4,4,4
542,4,4,4,4,4,4,4,4,4,4,4,4
544,1,1,1,1,1,1,1,1,1,1,1,5
546,3,3,3,3,3,3,4,4,4,4,4,4
548,1,1,1,1,1,4,4,1,1,1,5,5
550,0,0,0,0,0,0,4,4,4,4,4,4
552,1,1,1,1,1,1,1,1,1,4,4,4
557,1,1,1,1,1,3,3,3,3,3,3,5
558,1,1,1,1,1,1,1,1,1,1,1,1
563,1,1,1,3,3,3,3,3,3,4,4,4
567,1,1,1,1,1,1,1,1,1,1,4,4
568,1,1,1,1,1,3,3,3,3,3,3,5
572,1,1,1,1,1,1,1,1,1,1,1,4
576,1,3,3,3,3,3,3,3,3,3,3,5
579,1,1,1,1,1,1,1,1,1,1,4,4
582,1,1,1,1,1,1,1,1,1,1,1,1
585,4,4,4,4,4,4,4,4,4,4,4,4
588,0,0,0,0,0,4,4,4,3,1,1,3
589,4,4,4,4,4,4,4,4,4,4,4,4
590,4,4,4,4,4,4,4,4,4,4,4,4
593,4,4,4,4,4,4,4,4,4,4,4,4
604,3,3,3,3,3,3,3,3,3,3,3,3
608,1,4,4,4,4,4,4,4,4,4,4,4
611,1,1,1,1,1,1,1,1,1,1,1,1
614,4,4,4,4,4,4,4,4,4,4,4,4
615,4,4,4,4,4,4,4,4,4,4,4,4
618,4,4,4,4,4,4,4,4,4,4,4,4
619,4,4,4,4,4,4,4,4,4,4,4,4
621,1,1,1,1,1,1,4,4,4,4,4,4
622,1,1,1,1,1,1,1,1,1,1,1,4
623,4,4,4,4,4,4,4,4,4,4,4,4
627,0,0,0,0,0,0,0,0,0,0,0,0
632,4,4,4,4,4,4,4,4,4,4,4,4
634,1,1,1,1,1,1,1,1,1,1,1,1
635,2,2,2,2,2,2,1,1,1,1,4,4
640,1,1,1,1,1,1,1,1,1,1,1,1
642,1,3,5,5,5,5,5,5,5,5,5,5
648,1,1,4,4,4,4,4,4,4,3,3,3
650,1,1,1,1,1,1,1,1,1,1,1,1
654,1,1,1,1,1,3,3,3,3,3,3,3
656,1,1,1,1,1,1,1,1,1,1,1,4
662,1,1,1,1,1,1,1,1,1,1,1,4
664,1,1,1,1,1,1,1,1,1,1,1,1
668,3,3,3,3,4,3,3,3,3,3,3,5
677,1,1,1,1,4,4,4,1,1,1,1,5
688,4,4,4,4,4,4,4,4,4,4,4,4
689,1,1,1,1,1,1,3,3,3,3,4,4
692,1,1,1,3,3,3,3,3,3,3,3,5
698,4,4,4,4,4,4,4,4,4,4,4,4
703,3,4,4,4,3,4,4,4,4,4,4,4
704,1,1,1,1,1,1,1,1,1,1,1,1
706,4,4,4,4,4,4,4,4,4,4,4,4
708,1,1,1,4,1,1,1,4,4,4,4,4
712,1,1,1,1,1,1,1,1,1,1,1,5
713,3,3,3,3,4,4,4,4,4,4,4,4
720,1,1,1,1,1,1,1,4,4,4,4,4
721,3,3,3,3,3,3,3,3,3,5,5,5
724,1,1,3,4,3,3,3,3,4,3,4,4
726,1,1,1,1,1,4,4,4,4,4,4,4
733,3,3,3,4,4,4,3,3,3,3,5,5
736,1,1,1,1,4,4,4,4,4,4,4,4
739,4,4,4,4,4,4,4,4,4,4,4,4
740,4,1,1,1,1,4,4,4,4,4,4,4
743,4,4,4,4,4,4,4,4,4,4,4,4
744,4,4,4,4,4,4,4,4,4,4,4,4
746,1,1,1,1,1,1,1,1,1,1,5,5
752,1,1,1,1,1,1,1,1,1,1,1,1
755,4,4,4,4,4,4,4,4,4,4,4,1
756,3,3,3,3,3,3,3,3,3,3,3,3
757,1,1,3,3,3,4,4,4,4,4,4,4
758,4,4,4,4,4,4,4,4,4,4,4,4
759,4,4,4,4,4,4,4,4,4,4,4,4
761,4,4,4,4,4,4,4,4,4,4,4,4
764,4,4,4,4,4,4,4,4,4,4,4,4
768,4,4,4,4,4,4,4,4,4,4,4,4
770,4,4,4,3,4,4,4,4,4,4,4,4
775,1,1,4,4,4,4,4,4,4,4,4,4
779,1,1,1,1,1,1,1,1,1,1,1,1
783,4,4,4,4,4,4,4,4,4,3,3,4
789,1,1,1,1,1,1,1,3,3,3,1,5
790,1,1,1,4,4,1,1,1,1,1,4,4
792,4,4,3,3,3,4,4,4,4,4,4,4
801,4,4,4,4,4,4,4,4,4,4,4,4
803,1,1,1,1,1,1,1,1,4,4,4,4
804,1,1,1,1,4,1,1,1,1,1,1,1
810,1,1,1,1,1,1,1,1,1,1,1,1
811,1,1,1,1,1,1,1,1,1,1,1,1
812,1,1,1,1,1,1,1,1,1,1,1,1
814,1,1,1,1,1,1,4,4,4,4,4,4
816,1,1,1,3,3,3,3,3,3,3,4,4
828,3,4,4,4,3,3,3,3,3,3,3,4
829,1,1,1,1,1,1,1,1,1,1,4,4
830,4,4,4,4,4,4,4,4,4,4,4,4
834,3,3,3,3,3,4,4,4,4,4,4,4
835,3,3,3,3,3,3,3,3,3,3,3,5
836,4,4,4,4,4,4,4,4,4,4,4,4
839,1,1,4,4,4,4,4,4,4,4,4,4
841,1,1,4,4,4,4,4,4,4,4,4,4
842,4,4,4,4,4,4,4,4,4,4,4,4
843,4,4,4,1,1,4,4,4,4,4,4,4
845,4,4,4,4,4,4,4,4,4,4,4,4
848,4,4,4,4,4,4,4,4,4,4,4,4
852,1,1,1,1,1,4,4,4,4,4,4,4
854,1,1,1,1,1,1,1,4,4,4,4,4
855,1,1,1,1,1,1,1,1,1,1,1,1
856,1,1,1,1,1,1,1,1,1,1,1,5
862,4,4,4,4,4,4,4,4,4,4,4,4
866,1,4,4,4,4,4,4,4,4,4,4,4
879,1,1,1,1,1,1,1,1,1,1,1,1
880,4,4,4,4,4,4,4,4,4,4,4,4
887,1,1,1,3,3,3,3,3,3,3,3,5
889,1,1,1,1,1,1,4,1,1,4,4,4
893,3,3,3,3,3,3,3,3,3,5,5,5
896,3,1,1,1,1,1,1,1,1,1,1,5
898,1,1,1,1,1,1,1,1,1,3,3,3
900,1,1,1,1,1,4,4,4,4,4,4,4
906,1,1,1,1,1,1,1,1,1,1,1,1
912,1,1,1,1,1,1,1,1,1,4,1,5
914,1,1,1,1,1,1,1,1,1,1,1,1
918,3,3,3,3,3,3,3,3,3,3,3,3
923,1,1,1,1,1,1,1,1,1,1,1,1
928,1,1,1,1,1,1,1,1,1,5,5,5
930,4,4,4,4,4,4,4,4,4,4,4,4
932,0,0,0,0,0,0,0,0,0,0,0,0
935,1,4,4,1,1,1,1,1,1,4,5,5
936,1,1,1,1,1,1,1,1,1,1,1,5
939,4,4,4,4,4,4,4,4,4,4,4,4
940,1,1,1,1,1,1,1,1,1,1,1,1
942,1,1,1,1,1,1,1,1,1,1,1,5
949,4,4,4,4,4,4,4,4,4,4,4,4
950,1,1,1,1,1,1,1,1,1,1,1,1
952,3,3,3,3,4,3,3,3,3,3,3,5
953,4,4,3,3,3,3,3,3,4,4,4,4
962,1,1,1,1,1,1,1,1,1,1,1,1
964,1,1,1,1,1,1,1,1,1,1,1,1
967,1,1,1,1,1,1,1,1,1,4,4,4
971,1,1,1,1,1,1,1,1,1,1,1,5
974,1,1,1,1,1,1,1,1,1,1,1,5
975,3,3,3,3,3,3,3,3,3,3,5,5
978,1,1,1,1,1,1,1,1,1,1,1,1
979,1,1,1,4,4,4,4,4,4,4,4,4
981,1,1,1,1,1,1,1,1,1,1,1,1
988,4,4,4,4,4,4,4,4,4,4,4,4
992,4,4,4,4,4,4,4,4,4,4,4,4
995,0,0,0,0,0,0,0,0,0,0,0,0
998,1,1,1,1,1,1,1,1,1,1,5,5
999,1,1,1,1,1,1,3,3,3,3,3,4
1005,1,1,1,4,4,4,1,1,4,4,4,4
1009,4,4,4,4,4,4,4,4,4,4,4,4
1015,3,1,3,4,3,3,3,3,3,3,3,4
1017,1,1,1,1,1,1,1,1,1,1,1,4
1024,1,1,1,1,1,1,3,3,3,3,3,5
1025,4,4,4,4,4,4,4,4,4,4,4,4
1030,4,4,4,4,4,4,4,4,4,4,4,4
1033,4,4,4,4,4,4,4,4,4,4,4,4
1034,4,4,4,4,4,4,4,4,4,4,4,4
1035,3,1,1,1,1,4,4,4,4,4,4,4
1038,1,1,1,1,1,1,1,1,1,1,1,5
1039,1,1,1,1,1,1,1,1,1,1,1,5
1048,4,4,4,4,4,4,4,4,4,4,4,4
1049,1,1,1,1,1,1,1,1,1,1,1,1
1056,1,1,4,4,4,4,4,3,3,3,4,4
1057,0,0,0,0,0,0,0,0,0,0,0,0
1063,4,4,4,4,4,4,3,3,3,3,3,4
1065,1,1,1,1,4,4,3,3,3,4,3,4
1069,3,3,3,3,3,3,1,1,1,3,3,3
1070,4,4,4,4,4,4,4,4,4,4,4,4
1071,4,4,1,1,4,4,4,4,4,4,4,4
1074,3,3,3,3,3,3,3,3,3,3,3,5
1076,3,4,4,4,4,4,4,4,4,4,4,4
1077,4,4,4,4,4,4,4,4,4,4,4,4
1079,4,4,4,4,4,4,4,4,4,4,4,4
1080,1,1,1,1,1,1,1,1,1,1,1,1
1082,1,1,1,1,1,1,1,1,1,1,1,1
1088,3,3,3,3,3,1,1,1,1,1,1,1
1090,4,4,4,4,4,4,4,4,4,4,4,4
1101,4,4,1,1,1,1,1,1,1,4,4,4
1104,1,1,1,1,1,1,1,1,1,1,1,5
1108,1,4,4,3,1,1,1,1,1,1,1,4
1110,1,1,1,1,1,1,1,1,1,4,4,4
1111,0,0,0,0,0,0,0,0,0,0,0,0
1112,4,4,4,4,4,4,4,4,4,4,4,4
1116,1,1,1,1,1,1,1,1,1,1,1,1
1117,1,1,1,1,1,1,1,1,1,1,1,5
1118,1,1,1,1,1,1,1,1,1,1,4,4
1121,4,4,4,4,4,4,4,4,4,4,4,4
1123,4,4,4,4,4,4,4,4,4,4,4,4
1130,1,1,1,1,1,1,1,1,1,1,1,1
1131,1,1,1,1,1,1,1,1,4,4,4,4
1132,1,1,1,1,1,1,1,1,1,1,1,1
1141,1,1,1,1,1,1,1,1,1,1,1,4
1147,3,3,3,3,3,3,3,3,3,3,3,4
1152,4,4,4,4,4,4,4,4,4,4,4,4
1155,3,3,3,3,4,4,3,3,3,3,4,4
1157,4,4,4,4,4,4,4,1,1,4,4,4
1158,1,1,1,1,1,1,1,1,1,1,1,1
1159,1,1,1,1,1,1,1,1,1,1,1,1
1160,1,1,1,1,1,1,1,1,1,1,1,1
1161,4,4,4,4,4,4,4,4,4,4,4,4
1163,1,1,1,4,4,4,4,4,4,4,4,4
1164,1,1,1,1,1,4,4,4,4,4,4,4
1165,1,1,1,1,1,1,4,4,4,4,4,4
1166,1,1,1,1,4,4,4,4,4,4,4,4
1170,3,3,3,3,4,4,4,4,4,4,4,4
1172,1,1,1,1,1,1,1,1,1,1,1,5
1177,1,1,1,1,1,1,1,1,3,3,3,3
1179,1,1,1,1,1,1,1,1,1,1,1,1
1181,1,1,1,1,1,1,1,1,1,1,1,5
1184,1,1,1,1,1,1,1,1,1,1,1,1
1187,1,1,1,1,1,1,1,1,1,5,5,5
1189,0,0,0,0,0,0,0,0,0,0,0,0
1191,1,1,1,1,1,1,1,1,1,1,1,4
1199,4,4,4,4,4,4,4,4,4,4,4,4
1200,1,1,1,1,1,1,1,1,1,4,4,4
1202,1,1,1,1,1,1,1,1,1,1,1,1
1203,1,1,1,1,1,1,1,1,1,1,1,1
1207,4,3,3,3,4,3,3,3,3,3,4,4
1209,0,0,0,0,0,0,0,0,0,0,0,0
1210,4,4,4,4,4,4,4,4,4,4,4,4
1212,4,4,4,4,4,4,4,4,4,4,4,4
1213,4,4,4,4,4,4,4,4,4,4,4,4
1216,4,4,4,4,4,4,4,4,4,4,4,4
1220,4,4,1,3,3,3,4,3,3,3,4,4
1221,4,4,4,4,4,4,4,4,4,4,4,4
1224,4,4,4,4,4,4,4,4,4,4,4,4
1225,0,0,0,0,0,0,0,0,0,0,0,0
1226,4,4,4,4,4,4,4,4,4,4,4,4
1227,4,4,4,4,4,4,4,4,4,4,4,4
1228,4,1,1,1,1,1,1,1,1,1,1,5
1230,1,1,1,1,1,1,1,1,1,1,4,4
1233,1,4,4,3,4,4,4,4,4,4,4,4
1234,1,1,1,1,1,1,1,1,1,1,1,1
1236,3,3,3,3,3,3,1,4,4,4,4,4
1238,0,0,0,0,0,0,0,0,1,4,4,4
1241,4,4,4,4,4,4,4,4,4,4,4,4
1242,4,4,1,1,4,4,4,4,4,4,4,4
1244,4,4,4,4,4,4,3,3,3,4,4,4
1246,1,1,1,1,1,1,1,1,1,1,1,1
1250,4,4,4,4,4,4,4,4,4,4,4,4
1251,4,4,4,4,4,4,4,4,4,4,4,4
1253,1,1,1,1,1,1,1,1,1,1,1,4
1258,4,3,3,4,4,4,4,4,4,4,4,4
1259,3,3,3,3,3,3,3,4,4,4,4,4
1261,1,1,1,1,1,1,1,1,1,1,1,5
1263,1,1,1,1,1,1,1,1,1,4,4,4
1269,4,1,3,3,4,4,4,1,1,1,1,4
1270,1,1,1,1,1,1,1,1,1,1,1,1
1279,1,1,1,1,3,3,3,3,3,3,3,5
1286,1,1,1,1,1,1,1,1,1,1,1,1
1290,4,4,4,4,4,4,4,4,4,4,4,4
1293,4,4,4,4,4,4,4,4,4,4,4,4
1295,4,4,4,4,4,4,4,4,4,4,4,4
1296,1,1,1,1,1,1,1,1,1,1,1,1
1297,4,4,4,4,4,4,4,4,4,4,4,4
1302,4,4,4,4,4,4,4,4,4,4,4,4
1305,4,4,4,4,4,4,4,4,4,4,4,4
1306,1,1,4,4,4,4,4,4,4,4,4,4
1308,4,4,4,4,4,4,4,4,4,4,4,4
1310,4,4,4,1,1,1,1,1,1,4,4,4
1312,4,4,4,4,4,4,4,4,4,4,4,4
1313,4,1,4,4,4,4,4,4,4,4,4,4
1322,4,4,1,1,1,1,1,1,1,4,4,4
1323,1,1,1,1,1,1,1,1,1,1,1,4
1324,4,4,4,4,4,4,4,4,4,4,4,4
1327,1,1,1,1,1,1,1,1,1,1,1,4
1341,4,4,4,4,4,4,4,4,4,4,4,4
1343,1,4,4,4,1,1,1,1,1,1,4,4
1352,1,1,1,1,1,1,1,1,1,4,4,4
1356,1,1,1,1,1,1,1,1,1,1,1,1
1359,1,1,1,1,1,1,1,1,1,1,1,1
1360,1,1,1,1,1,1,1,1,1,1,1,1
1361,4,4,4,4,4,4,4,4,4,4,4,4
1362,1,1,1,1,1,1,1,1,1,1,1,1
1370,4,4,4,4,4,4,4,4,4,4,4,4
1375,1,1,1,1,1,1,1,1,1,1,1,1
1376,0,0,0,0,0,0,0,0,0,0,0,0
1377,4,3,3,3,3,4,4,4,4,4,4,4
1378,1,1,1,1,1,1,1,1,1,1,5,5
1381,4,4,4,4,4,4,4,4,4,4,4,4
1382,4,4,4,4,4,4,4,4,4,4,4,4
1385,1,1,1,1,1,1,1,1,1,1,1,1
1388,4,4,4,4,4,4,4,4,4,4,4,4
1389,1,1,1,1,1,1,1,1,1,1,1,1
1391,4,4,4,4,4,4,4,4,4,4,4,4
1394,1,1,1,1,1,1,1,1,1,1,1,1
1398,4,4,4,4,4,4,4,4,4,4,4,4
1399,1,1,1,1,1,1,1,1,1,1,1,1
1400,4,4,4,4,4,4,4,4,4,4,4,4
1401,4,4,4,4,4,4,4,4,4,4,4,4
1402,1,1,1,1,1,1,1,1,1,1,1,1
1406,0,0,0,0,0,3,3,1,1,1,1,4
1409,4,3,3,3,3,3,1,4,4,4,4,4
1410,1,4,4,3,4,4,3,1,1,1,1,1
1411,1,1,1,4,4,4,4,4,4,4,4,4
1412,4,4,3,3,3,4,4,4,4,4,4,4
1414,4,4,4,4,4,4,4,4,4,4,4,4
1415,4,4,4,4,4,4,4,4,4,4,4,4
1416,4,4,4,4,4,4,1,1,1,1,1,4
1419,1,3,4,4,4,4,4,4,4,4,4,4
1423,4,4,4,4,4,4,4,4,4,4,4,4
1435,1,1,1,1,1,1,1,1,1,1,4,4
1436,4,4,4,4,4,4,4,4,4,4,4,4
1438,4,4,4,4,4,4,4,4,4,4,4,4
1439,1,4,4,4,4,4,4,4,4,4,4,4
1440,4,4,4,4,4,3,3,4,4,4,4,4
1442,1,1,1,1,1,1,1,1,1,1,1,5
1443,3,3,4,4,4,4,4,4,4,4,4,4
1446,3,1,1,1,3,3,3,3,3,3,3,3
1451,0,0,0,0,0,0,0,4,4,4,4,4
1454,1,1,1,1,1,1,3,3,3,3,3,3
1455,4,4,4,4,4,4,4,4,4,4,4,4
1459,4,4,4,4,4,4,1,1,4,4,4,4
1460,1,1,1,1,1,1,1,1,1,4,4,4
1465,3,3,4,1,4,4,4,4,4,4,4,4
1469,4,4,4,4,4,4,4,4,4,4,4,4
1470,4,4,4,4,4,4,4,4,4,4,4,4
1474,1,1,1,1,1,1,1,1,1,1,1,1
1478,3,3,3,3,3,3,5,5,5,5,5,5
1482,4,4,4,4,4,4,4,4,4,4,4,4
1484,4,1,1,1,4,4,4,4,4,4,4,4
1489,0,0,0,4,4,4,4,4,4,4,4,4
1490,4,4,4,4,4,4,4,4,4,4,4,4
1491,4,4,0,0,3,3,3,4,4,4,4,4
1493,3,3,3,3,3,3,3,3,3,3,4,4
1494,4,4,4,4,4,4,4,4,4,4,4,4
1495,0,0,0,0,0,0,0,0,0,0,0,0
1498,1,1,1,1,1,1,1,1,1,1,1,1
1499,1,1,1,1,1,1,1,1,1,1,1,1
