id,month-12,month-11,month-10,month-9,month-8,month-7,month-6,month-5,month-4,month-3,month-2,month-1
1502,1,1,1,1,1,1,1,1,1,1,1,1
1507,1,1,1,1,1,1,4,4,4,4,4,4
1512,1,1,1,1,1,1,1,1,1,4,4,4
1517,0,0,0,0,0,0,0,0,0,0,0,0
1519,4,4,4,4,4,4,4,4,4,4,4,4
1522,1,1,1,1,1,1,1,1,1,1,1,1
1524,4,4,4,4,4,4,4,4,4,4,4,4
1525,4,4,4,4,4,4,4,4,4,4,4,4
1531,3,3,3,3,3,1,1,1,1,1,1,1
1532,3,3,3,3,4,4,4,4,4,1,4,4
1533,4,4,4,3,3,3,4,4,4,4,4,4
1534,1,1,1,1,1,1,1,1,1,1,1,1
1538,1,3,3,4,1,1,1,1,1,1,1,1
1539,1,1,1,1,1,4,4,4,4,4,4,4
1541,1,1,4,4,4,4,4,3,3,3,3,4
1544,4,4,4,4,4,4,4,4,3,3,3,3
1546,4,3,3,3,3,3,1,1,1,1,1,1
1548,4,4,4,4,4,4,4,4,4,4,4,4
1549,4,4,4,4,4,1,4,4,4,4,4,4
1551,3,3,3,3,3,3,3,3,3,3,3,3
1552,0,0,0,0,0,0,0,0,0,0,0,0
1553,1,1,1,1,1,1,1,1,1,1,1,1
1558,1,1,1,1,1,1,1,1,1,1,1,5
1559,0,0,0,0,0,0,0,0,0,0,0,0
1566,3,1,1,1,1,1,1,4,4,4,4,4
1571,3,3,4,3,3,3,4,4,4,4,4,4
1579,1,1,1,1,1,1,1,1,1,1,1,4
1581,1,1,1,1,1,1,1,1,1,1,1,1
1583,4,4,4,4,4,4,4,4,4,4,4,4
1584,3,1,1,3,1,3,1,4,4,4,3,3
1587,1,1,1,1,1,1,1,1,1,1,1,1
1592,1,1,1,1,1,4,1,1,4,4,4,4
1593,1,1,1,1,1,1,4,4,4,4,4,4
1596,4,4,4,0,0,0,0,0,0,0,0,0
1598,1,4,4,4,4,4,4,4,4,4,4,4
1599,1,1,1,1,1,1,1,1,1,1,1,1
1600,0,0,0,0,0,0,0,0,0,0,0,0
1605,4,4,3,4,4,4,4,4,4,4,4,4
1608,4,4,4,4,4,4,4,4,4,4,4,4
1609,4,4,4,4,4,4,4,4,4,4,4,4
1610,4,4,4,4,4,4,4,4,4,4,4,4
1616,1,1,4,3,3,3,3,3,4,4,4,4
1617,4,1,1,1,1,1,1,1,1,1,4,4
1623,4,1,1,1,4,4,4,4,4,4,4,4
1629,4,1,1,1,1,4,4,4,4,4,4,4
1634,1,1,1,1,1,1,1,1,1,1,1,1
1638,1,1,1,1,1,1,1,1,1,1,1,1
1639,1,1,1,1,1,1,1,1,1,1,1,4
1640,1,1,1,1,1,1,1,1,1,1,1,1
1642,4,4,4,4,4,4,4,4,4,4,4,4
1648,4,4,4,4,4,4,4,4,4,4,4,4
1649,1,1,1,1,1,4,4,4,4,4,4,4
1650,1,1,1,1,1,1,1,1,1,1,5,5
1655,3,3,3,3,3,3,3,3,3,3,5,5
1656,1,1,1,1,1,1,1,1,1,1,1,1
1657,1,1,1,1,1,1,1,1,1,4,4,4
1658,1,1,1,4,1,1,1,1,1,4,4,4
1661,1,1,1,1,1,1,3,4,4,4,4,4
1662,1,1,1,4,1,4,4,4,4,4,4,4
1666,1,1,1,1,1,1,3,3,3,3,3,3
1674,1,1,1,1,1,4,4,4,4,4,4,4
1675,1,1,1,1,1,1,1,1,1,1,1,1
1676,1,1,1,1,1,1,1,1,1,1,1,1
1683,4,4,4,4,4,4,3,3,3,3,3,5
1689,1,1,1,1,1,1,1,1,1,1,1,1
1690,4,4,4,4,4,4,4,4,4,4,4,4
1704,4,4,4,4,4,4,3,3,4,4,4,4
1714,1,1,1,1,1,1,1,1,4,4,4,4
1719,4,4,4,4,4,4,4,4,4,4,4,4
1720,1,1,1,1,1,1,1,1,4,1,1,4
1723,4,4,4,4,1,1,1,1,1,1,1,1
1725,1,1,1,1,1,1,4,4,4,4,4,4
1729,4,4,4,4,4,4,4,4,4,4,4,4
1730,1,1,1,1,1,4,4,1,1,1,5,5
1732,1,1,1,1,1,1,1,1,1,1,1,1
1733,1,1,1,1,1,1,1,1,1,1,1,1
1734,4,3,3,4,4,3,3,1,1,1,4,4
1735,1,1,1,1,1,1,1,1,1,1,4,4
1736,1,1,1,1,3,3,3,3,3,3,3,5
1745,1,1,1,1,1,1,1,1,1,1,1,1
1747,4,4,4,4,4,4,3,3,3,3,3,3
1749,4,1,1,1,1,1,1,1,1,1,0,0
1751,1,1,1,1,1,1,4,4,4,4,4,4
1752,4,4,4,4,4,4,4,4,4,4,4,4
1754,4,4,1,1,1,4,4,4,4,4,4,4
1757,4,4,4,4,4,4,4,4,4,4,4,4
1758,1,1,1,1,1,1,1,1,1,1,1,1
1760,0,0,0,0,0,0,0,0,0,0,0,0
1766,1,1,1,1,1,1,4,4,4,1,1,1
1768,4,4,4,4,4,4,4,4,4,4,4,4
1769,3,3,3,3,3,3,3,3,3,4,4,4
1770,4,4,4,3,3,3,3,3,3,3,4,4
1775,1,1,1,4,1,4,4,4,4,4,4,4
1776,4,1,1,1,1,1,1,1,1,4,4,4
1778,3,3,4,4,4,4,4,4,4,4,4,4
1785,1,1,4,4,4,4,4,4,4,4,4,4
1786,1,1,1,1,1,1,1,4,4,4,4,4
1789,4,4,4,4,4,4,4,4,4,4,4,4
1794,1,1,1,1,1,4,4,4,4,4,4,4
1795,4,4,4,4,4,4,4,4,4,4,4,4
1797,4,4,4,4,4,4,4,4,4,4,4,4
1803,1,1,1,1,1,1,1,1,1,1,1,1
1804,1,1,1,1,1,1,1,1,1,1,1,1
1808,3,3,3,3,3,3,3,3,3,3,3,5
1814,1,1,1,1,1,1,1,1,4,4,4,4
1815,3,3,4,4,4,4,4,4,4,4,4,4
1816,4,4,4,4,4,4,4,4,4,4,4,4
1824,0,0,0,0,0,0,0,0,0,0,0,0
1825,4,4,4,4,4,4,4,4,4,4,4,4
1826,1,1,1,1,1,1,1,1,1,1,1,5
1828,4,4,3,3,4,4,4,4,4,4,4,4
1829,4,4,4,4,4,4,4,4,4,4,4,4
1831,1,1,4,4,4,4,4,4,4,4,4,4
1832,1,1,1,1,1,1,1,1,3,3,4,4
1833,4,4,4,4,4,4,4,4,4,4,4,4
1838,1,1,1,1,1,1,1,4,4,4,4,4
1839,1,1,1,1,4,4,4,4,4,4,4,4
1840,4,4,4,4,4,4,4,4,4,4,4,4
1842,3,3,3,4,4,4,3,3,3,4,4,4
1844,3,3,3,3,3,3,3,3,5,5,5,5
1847,3,3,3,3,3,3,3,3,3,3,3,5
1848,1,1,1,1,1,1,1,1,1,1,1,1
1853,1,1,1,1,1,1,1,1,1,1,1,1
1856,3,3,3,3,3,4,4,4,4,4,3,3
1858,1,1,1,1,1,1,1,4,4,4,4,4
1862,1,1,1,1,1,1,1,1,1,1,1,1
1863,1,1,1,1,1,1,1,1,1,1,5,5
1865,1,1,1,1,4,4,4,4,4,4,4,4
1866,3,3,3,3,3,3,3,3,3,3,3,3
1868,1,1,1,1,1,1,4,4,4,4,4,4
1870,4,3,3,1,1,1,1,1,1,1,1,1
1876,4,4,4,4,4,4,4,4,4,4,4,4
1878,4,4,4,4,4,4,4,4,4,4,4,4
1880,1,1,1,1,1,1,1,1,1,1,1,1
1885,1,1,1,1,1,1,1,1,1,1,1,1
1896,1,1,1,1,1,1,1,1,1,1,1,5
1898,1,1,1,1,1,1,1,1,1,1,1,1
1900,1,1,1,1,1,1,1,1,1,1,1,5
1902,1,1,1,1,1,1,1,1,1,1,1,1
1904,3,1,1,1,1,1,1,1,4,4,4,4
1905,1,1,1,1,1,1,1,1,3,3,3,5
1912,4,4,4,4,4,4,4,4,4,4,3,3
1926,1,1,1,1,1,1,1,1,1,1,1,4
1927,3,3,3,3,3,3,3,3,3,3,3,5
1928,4,4,4,4,4,4,4,4,4,4,4,4
1935,1,1,1,1,1,1,1,1,1,1,1,1
1936,1,1,1,1,1,1,1,1,3,3,3,3
1937,1,1,1,1,1,1,1,1,1,1,1,1
1938,1,1,1,1,1,4,1,1,1,4,4,4
1940,4,4,4,4,4,4,4,4,4,4,4,4
1947,3,3,3,3,3,3,4,4,4,4,4,4
1951,3,3,3,3,3,3,3,3,3,3,3,3
1953,4,4,4,4,4,4,4,4,4,4,4,4
1954,1,1,1,1,1,4,4,4,4,4,4,4
1960,1,1,1,1,1,1,1,1,1,1,1,1
1962,1,1,1,1,1,1,1,1,1,1,1,4
1965,3,3,3,1,1,1,1,1,1,4,4,4
1972,1,1,1,1,1,1,1,1,1,1,1,1
1974,1,4,1,1,1,1,1,4,4,4,4,4
1980,3,3,3,3,3,4,4,4,4,4,4,4
1986,1,1,1,1,1,1,1,1,3,3,3,3
1990,4,4,4,4,4,4,4,4,4,4,4,4
1993,4,4,4,4,4,4,4,4,4,4,4,4
1994,3,3,3,3,3,3,3,3,3,5,5,5
1997,3,4,3,3,3,3,3,3,3,3,5,5
2002,4,4,4,4,4,4,4,4,4,4,4,4
2003,3,4,3,3,3,3,3,3,3,3,4,4
2008,4,4,4,1,1,1,1,3,3,3,3,3
2012,1,1,1,4,4,4,4,4,4,4,4,4
2013,1,1,1,1,1,1,4,4,1,1,1,4
2016,1,1,1,1,1,1,1,1,1,1,1,1
2021,4,4,4,4,4,4,4,4,4,4,4,4
2027,1,1,4,4,4,4,3,3,3,3,5,5
2035,1,1,1,1,3,3,3,3,5,5,5,5
2036,0,0,0,0,0,0,0,0,0,0,0,0
2042,3,1,1,1,1,1,1,1,1,1,1,1
2046,1,1,1,1,4,4,4,4,4,4,4,4
2049,1,1,1,1,1,1,1,1,1,1,1,1
2054,4,4,4,4,4,4,4,4,4,4,4,4
2057,4,4,4,4,4,4,4,4,4,4,4,4
2058,3,3,3,3,4,3,3,3,3,3,3,4
2061,1,1,1,1,1,1,1,1,1,1,1,5
2062,1,1,1,1,1,1,1,1,1,5,5,5
2063,3,3,3,3,3,3,3,4,4,4,4,4
2064,1,1,1,1,1,1,1,1,1,1,1,5
2066,3,3,3,3,3,3,4,3,5,5,5,5
2068,1,1,1,1,1,1,1,1,1,1,1,5
2070,1,1,1,1,1,1,1,4,4,4,4,4
2071,1,1,1,1,1,1,1,1,1,1,1,1
2072,1,1,1,1,1,1,1,1,1,1,3,3
2073,1,1,1,1,1,1,1,1,1,1,1,5
2074,1,1,1,1,1,1,1,1,1,1,1,5
2076,1,1,1,1,1,1,1,1,1,1,1,1
2077,4,4,4,4,4,4,4,4,4,4,4,4
2079,1,1,1,1,1,3,3,3,3,3,3,4
2082,1,1,1,1,1,5,5,5,5,5,5,5
2083,1,1,1,1,1,1,1,1,1,1,1,1
2088,1,1,1,1,1,1,1,1,1,1,1,3
2094,4,4,4,4,4,4,4,4,4,4,4,4
2098,1,1,1,1,1,1,1,1,1,1,1,1
2102,4,4,4,4,4,4,4,4,4,4,4,4
2103,1,1,1,1,1,1,1,1,1,1,1,5
2104,1,1,1,4,4,4,4,4,4,4,4,4
2105,0,0,0,0,0,0,0,0,0,0,0,0
2112,4,4,4,4,4,4,4,4,4,4,4,4
2119,4,4,4,4,4,4,4,4,4,4,4,4
2120,1,1,1,1,1,4,4,4,4,4,4,4
2121,4,4,4,4,4,4,4,4,4,4,4,4
2123,5,5,5,5,5,5,5,5,5,5,5,5
2124,1,1,1,1,1,1,1,1,1,1,1,1
2125,1,1,4,4,4,4,4,4,4,4,4,4
2126,1,1,1,1,1,1,1,1,1,1,1,1
2128,3,3,3,3,4,4,4,4,4,4,4,4
2130,4,4,4,4,4,4,4,4,4,4,4,4
2131,4,4,1,1,4,4,4,4,4,4,4,4
2132,1,1,1,1,1,1,1,1,1,1,1,1
2133,1,1,1,1,1,1,1,1,1,1,1,1
2134,3,3,3,3,1,4,4,4,4,4,4,4
2137,1,1,1,1,4,4,4,4,4,4,4,4
2153,4,4,4,4,4,4,4,4,4,4,4,4
2155,1,1,1,1,4,1,1,1,1,1,1,5
2158,4,4,4,4,4,4,4,4,4,4,4,4
2161,4,4,4,4,4,4,4,4,4,4,4,4
2164,1,1,1,1,1,1,1,1,1,1,1,1
2174,3,3,4,4,4,4,4,4,4,4,4,4
2175,4,4,4,4,4,4,4,4,4,4,4,4
2179,0,0,0,0,0,0,0,0,0,4,4,4
2186,1,1,1,1,1,1,1,1,1,1,1,1
2190,1,1,1,1,3,3,3,3,4,4,4,4
2193,0,0,0,0,0,0,0,0,0,0,0,0
2196,0,0,0,0,0,0,0,0,0,0,0,0
2203,1,1,1,1,1,1,1,1,1,1,1,1
2204,4,4,4,1,1,1,1,1,1,1,1,5
2206,4,4,4,4,4,4,4,4,4,4,4,4
2210,1,1,1,1,1,1,1,1,1,5,5,5
2211,1,1,1,1,1,1,1,1,1,1,1,1
2212,1,1,1,1,1,1,1,1,1,1,1,1
2214,4,4,1,1,1,1,1,1,1,1,1,1
2215,1,1,1,1,1,1,1,1,1,1,1,5
2217,4,4,4,4,4,4,4,4,4,4,4,4
2221,4,4,4,4,4,4,4,4,4,4,4,4
2224,1,1,1,1,1,1,1,1,1,1,1,1
2225,1,1,1,1,1,1,1,1,1,1,1,1
2230,1,1,1,1,1,1,3,3,3,3,3,3
2232,1,1,1,1,1,1,1,1,1,1,1,1
2234,1,1,1,1,1,4,4,1,1,1,1,1
2235,1,1,1,1,1,1,1,1,1,1,1,1
2237,1,1,1,1,1,1,1,1,1,1,1,1
2240,4,4,4,4,4,4,4,4,1,1,4,4
2243,1,1,1,1,1,1,1,1,1,1,1,5
2246,3,3,3,3,3,3,3,3,3,3,4,4
2247,3,3,3,4,4,4,4,4,4,4,4,4
2249,4,3,3,3,5,5,5,5,5,5,5,5
2250,4,4,4,4,4,4,4,4,4,4,4,4
2251,4,3,4,4,4,4,4,4,4,4,4,4
2253,4,0,0,0,0,0,0,0,0,0,0,0
2254,4,4,4,4,4,4,4,4,4,4,4,4
2257,4,4,4,4,4,4,4,4,4,4,3,4
2260,4,4,4,4,4,4,4,4,4,4,4,4
2262,4,4,4,4,4,4,4,4,4,4,4,4
2265,4,4,4,4,4,4,4,4,4,4,4,4
2267,4,4,4,4,4,4,4,4,4,4,4,4
2268,4,4,4,3,3,3,3,4,4,4,4,4
2270,1,1,1,1,1,1,1,1,1,1,1,1
2271,1,1,1,1,1,1,1,5,5,5,5,5
2272,3,3,3,3,3,3,3,3,3,3,3,4
2274,1,1,1,1,1,4,4,1,1,1,1,1
2275,1,1,1,1,1,1,1,1,1,1,1,1
2278,1,1,1,1,1,1,1,1,1,1,1,5
2281,4,4,4,4,4,4,4,4,4,4,4,4
2285,1,1,1,1,1,1,1,1,1,1,1,1
2287,1,1,1,1,1,1,1,1,1,4,4,4
2289,1,1,1,1,1,1,1,1,1,4,4,4
2290,1,1,1,1,1,1,1,1,1,1,1,1
2294,1,1,1,1,4,4,4,4,1,1,1,5
2299,1,1,1,1,1,1,4,4,4,4,4,4
2301,1,1,1,1,1,1,1,1,1,4,4,4
2308,0,0,0,0,0,0,4,4,4,4,4,4
2311,0,0,0,0,0,0,0,0,0,0,0,0
2313,1,1,1,1,1,1,1,1,1,1,4,4
2315,4,4,4,4,4,4,4,4,4,4,4,4
2317,4,4,4,4,1,1,1,1,1,1,1,1
2319,4,4,4,4,4,4,4,4,4,4,4,4
2333,1,1,1,1,1,1,1,1,1,1,1,1
2339,1,1,1,1,1,1,1,1,1,1,1,1
2340,3,1,1,4,4,4,4,4,4,4,4,4
2342,3,4,4,4,4,4,4,4,4,4,4,4
2347,0,0,0,0,0,0,0,0,0,0,0,0
2348,4,4,4,4,4,4,4,4,4,4,4,4
2355,3,1,4,4,4,4,4,4,4,4,4,4
2359,4,4,4,4,4,4,4,4,4,4,4,4
2360,4,4,4,4,4,3,3,3,4,4,4,4
2362,4,4,4,4,4,4,4,4,4,4,4,4
2368,1,1,1,1,1,1,1,1,1,1,5,5
2369,1,1,1,1,1,1,1,1,1,1,1,1
2374,4,4,4,4,4,4,4,4,4,4,4,4
2375,1,1,1,1,1,1,1,1,1,1,1,1
2383,4,4,4,4,1,4,4,4,4,4,4,4
2394,4,4,4,4,4,4,4,4,4,4,4,4
2395,4,3,3,4,1,1,1,1,1,4,4,4
2396,4,4,4,4,4,4,4,4,4,4,4,4
2398,4,4,4,4,4,4,4,4,4,4,4,4
2399,4,4,4,3,3,1,1,4,4,0,1,5
2400,1,1,1,1,1,1,1,1,1,1,1,1
2402,4,4,4,4,4,4,4,4,4,4,4,4
2404,4,4,4,4,4,4,4,4,4,4,4,4
2405,4,4,4,4,4,4,4,4,4,4,4,4
2407,3,3,3,4,4,4,4,3,3,4,4,4
2408,1,1,1,1,1,1,1,1,1,1,1,1
2410,1,1,1,1,1,1,1,1,1,5,5,5
2411,1,1,1,1,1,1,1,1,1,1,1,1
2412,3,3,3,3,3,3,3,3,3,3,3,3
2414,3,3,3,4,4,4,4,4,4,4,4,4
2416,4,4,4,4,4,4,4,4,4,4,4,4
2418,1,4,4,4,1,1,1,1,4,4,4,4
2420,4,4,4,4,4,4,4,4,4,4,4,4
2424,1,1,1,1,1,1,1,1,1,1,1,5
2426,4,4,4,4,4,4,4,4,4,4,4,4
2430,4,4,4,4,4,4,4,4,4,4,4,4
2433,4,4,4,4,4,1,1,1,1,1,4,4
2434,4,4,4,4,4,4,4,4,4,4,4,4
2435,3,1,1,1,4,4,4,4,1,1,1,1
2436,1,1,1,1,1,1,1,1,1,1,1,1
2437,1,1,1,1,1,1,1,1,1,1,1,5
2441,4,3,3,3,3,3,3,3,3,4,4,4
2442,1,1,1,1,1,1,1,1,1,1,1,1
2444,1,1,1,1,1,1,1,1,1,1,1,1
2447,0,0,0,0,0,0,1,1,1,1,1,5
2448,4,4,4,4,4,4,4,4,4,4,4,4
2450,4,4,4,4,4,4,4,4,4,4,4,4
2454,1,1,1,1,1,1,1,1,1,1,1,1
2458,4,4,4,4,4,4,4,4,4,4,4,4
2459,3,4,4,4,4,4,4,4,4,4,4,4
2462,4,4,4,4,4,4,4,4,4,4,4,4
2471,1,1,1,1,1,1,1,1,1,5,5,5
2474,4,4,4,4,4,4,4,4,4,4,4,4
2478,1,1,1,1,1,4,4,4,4,4,4,4
2480,3,4,4,4,4,4,4,4,4,4,4,4
2482,4,4,4,4,4,4,4,4,4,4,4,4
2483,1,1,1,1,1,1,1,1,4,4,4,4
2484,3,4,4,4,4,4,4,4,4,4,4,4
2485,4,4,4,4,4,4,4,4,4,4,4,4
2488,4,4,4,4,4,4,4,4,4,4,4,4
2492,3,3,3,3,3,3,3,3,3,3,3,3
2496,4,4,4,4,4,4,4,4,4,4,4,4
2499,1,1,0,4,4,4,4,4,4,4,4,4
2501,3,3,3,3,3,3,3,3,3,3,3,4
2505,4,4,4,4,4,4,4,4,4,4,4,4
2507,4,4,4,1,1,1,1,1,1,1,4,4
2510,1,1,1,1,1,1,1,1,1,1,1,5
2514,3,3,4,4,4,4,4,4,4,4,4,4
2515,1,1,1,1,1,1,1,1,1,1,1,4
2521,1,1,1,1,1,1,1,1,1,1,4,4
2523,4,4,4,4,4,4,4,4,4,4,4,4
2525,4,4,4,4,4,4,4,4,4,4,4,4
2528,0,0,0,0,0,0,0,0,0,0,0,0
2529,3,3,3,4,4,3,3,3,3,4,4,4
2530,1,4,1,1,1,4,4,4,4,4,4,4
2533,1,1,1,1,1,1,1,1,1,1,1,1
2536,4,4,4,4,4,4,4,4,4,4,4,4
2538,1,1,1,1,1,1,1,1,1,1,1,4
2542,1,1,1,1,1,1,1,1,1,1,1,5
2544,1,1,1,1,1,1,1,1,1,1,1,1
2549,1,1,1,1,1,1,1,1,1,1,1,1
2551,1,1,1,1,1,1,1,1,1,1,1,5
2552,1,1,1,1,1,1,1,1,1,1,1,5
2558,3,3,3,3,3,3,3,3,3,3,3,5
2559,3,3,3,3,4,4,4,4,4,4,4,4
2564,4,3,3,3,4,4,4,4,4,4,4,4
2565,2,2,2,2,2,2,2,2,2,2,2,5
2566,1,1,1,1,1,1,1,1,1,1,1,4
2567,1,1,1,1,1,1,1,1,1,1,1,5
2569,1,1,1,1,1,1,1,4,4,4,4,3
2570,3,3,3,3,4,4,4,4,4,4,4,4
2573,3,3,3,3,1,1,1,1,1,1,1,1
2577,1,1,1,1,1,1,1,1,1,1,1,1
2580,3,3,3,3,3,3,3,3,3,3,4,4
2588,1,1,1,1,1,1,1,1,1,1,1,4
2591,1,1,1,1,1,1,1,1,5,5,5,5
2592,4,4,4,4,4,4,4,4,4,4,4,3
2596,4,4,4,4,4,4,4,4,4,4,4,4
2599,4,4,4,4,4,4,4,4,4,4,4,4
2605,1,1,1,1,3,3,3,3,3,3,5,5
2606,1,1,1,1,1,1,1,1,1,1,1,1
2607,1,1,1,1,1,1,1,1,1,1,1,1
2615,1,1,1,1,1,1,1,1,4,4,4,4
2623,1,1,4,4,4,4,4,4,4,4,4,4
2626,1,1,1,1,1,1,1,1,4,1,1,1
2629,4,4,4,4,4,4,4,4,4,4,4,4
2635,1,1,1,1,1,1,1,1,1,1,1,5
2638,1,1,1,1,1,1,1,1,1,1,1,1
2640,4,4,4,4,4,4,4,4,4,4,4,4
2645,4,4,4,4,1,1,4,4,4,4,4,4
2646,1,1,1,1,1,1,1,1,1,1,1,1
2651,4,4,4,4,4,4,4,4,4,4,4,4
2652,1,1,1,1,1,1,1,4,4,4,4,4
2654,3,3,3,3,3,3,3,3,3,3,3,3
2655,4,4,4,4,4,4,4,4,4,4,4,4
2659,4,4,1,1,4,4,4,4,4,4,4,4
2662,1,1,1,1,4,1,4,4,4,1,4,4
2663,4,4,4,4,4,4,4,4,4,4,4,4
2664,4,4,4,4,4,4,4,4,4,4,4,4
2669,3,3,3,3,3,3,3,3,4,4,4,4
2670,1,1,1,4,4,4,4,4,4,4,4,4
2672,4,4,1,1,1,1,1,1,1,1,1,4
2675,1,1,1,4,4,4,4,4,4,4,4,4
2677,4,4,1,1,4,4,4,4,4,4,4,4
2679,3,3,4,3,3,4,4,4,4,4,4,4
2680,1,1,1,1,1,4,1,1,1,1,1,1
2681,4,4,4,4,4,4,4,4,4,4,4,4
2683,4,4,0,0,0,0,0,4,4,4,4,3
2689,1,1,1,1,1,1,1,1,1,1,1,1
2690,3,1,1,1,4,4,4,4,3,3,3,4
2691,1,1,1,1,1,1,1,1,1,1,1,5
2692,0,1,1,1,1,1,1,1,4,4,4,4
2698,4,4,4,4,4,4,4,4,4,4,4,4
2699,4,4,4,4,4,4,4,4,4,4,4,4
2700,3,3,3,3,3,3,3,4,4,4,4,4
2704,1,1,1,1,1,1,1,1,1,2,2,2
2705,4,4,4,4,4,4,4,4,4,4,4,4
2706,1,1,1,1,1,1,1,1,1,1,1,1
2709,1,1,1,1,1,1,1,1,1,1,1,5
2710,3,3,3,3,3,3,3,4,4,4,4,4
2712,1,1,1,1,1,1,1,1,1,1,1,1
2720,4,4,4,4,4,4,4,4,4,4,4,4
2722,4,4,4,4,4,4,4,4,4,4,4,4
2723,1,1,1,1,1,3,3,3,3,3,3,3
2729,4,4,4,4,4,4,4,4,4,4,4,4
2731,1,1,1,3,3,3,3,3,3,3,3,3
2735,1,1,1,1,1,1,1,1,1,1,1,1
2736,4,4,4,4,4,4,4,4,4,3,3,3
2737,4,4,4,4,4,4,4,4,4,4,4,4
2739,1,1,1,1,1,1,1,1,1,1,1,1
2740,1,1,1,1,1,1,1,1,1,1,1,5
2742,0,0,0,0,0,0,0,0,0,0,0,0
2743,4,4,4,4,4,4,4,4,4,4,4,4
2744,3,3,4,4,4,4,4,4,4,4,4,4
2746,0,0,0,0,0,0,0,0,0,0,0,0
2748,1,1,1,1,1,1,1,1,1,1,5,5
2752,4,4,4,4,4,4,4,4,4,4,4,4
2753,1,1,1,1,1,4,4,4,4,4,4,4
2757,4,4,4,4,4,4,4,4,4,4,4,4
2758,4,4,4,4,4,4,4,4,4,4,4,4
2769,4,4,4,4,4,4,4,4,4,4,4,4
2770,4,4,4,4,1,1,1,1,1,1,5,5
2771,3,3,3,1,1,4,4,4,4,4,4,4
2775,1,1,1,1,1,1,1,1,1,4,4,4
2778,4,4,4,4,4,4,4,4,4,4,4,4
2781,4,4,4,4,4,4,4,4,4,4,4,4
2784,1,1,1,1,1,1,4,4,4,1,1,1
2785,3,4,4,4,4,4,4,4,4,4,4,4
2790,4,4,4,4,4,4,4,4,4,4,4,4
2792,4,4,4,4,4,4,4,4,4,4,4,4
2795,4,4,4,4,4,4,4,4,4,4,4,4
2804,1,1,1,1,1,1,1,1,1,1,1,1
2808,4,4,4,4,4,4,4,4,4,4,4,4
2809,4,3,3,3,3,3,3,4,4,4,4,4
2814,1,1,1,1,1,1,1,1,1,1,1,1
2817,4,4,4,4,4,4,4,4,4,4,4,4
2818,3,3,3,3,3,3,3,4,4,4,4,4
2819,4,4,1,1,1,4,4,4,4,4,4,4
2823,1,1,1,1,1,1,1,1,1,1,5,5
2828,4,0,0,4,4,4,4,4,4,4,4,4
2829,3,3,3,3,1,1,1,1,1,1,1,1
2834,0,0,3,3,3,3,3,5,5,5,5,5
2841,1,1,1,1,1,1,1,1,1,1,1,5
2855,1,1,1,1,1,1,3,3,4,4,4,4
2877,1,1,1,1,1,1,3,3,3,3,3,3
2878,4,4,4,4,4,4,4,4,4,4,4,4
2879,1,1,1,1,1,1,1,1,1,1,4,4
2880,1,1,1,1,1,1,1,1,1,1,1,5
2883,1,1,1,1,1,1,1,1,1,1,1,1
2885,1,1,1,1,4,4,1,4,4,4,4,4
2886,4,4,4,4,4,4,4,4,4,4,4,4
2892,4,3,3,3,3,1,1,1,4,4,4,4
2900,1,1,1,1,1,1,1,1,1,1,1,1
2902,1,1,1,1,1,1,1,1,1,1,1,1
2908,4,4,4,4,4,4,4,4,4,4,4,4
2909,1,1,1,1,1,1,1,1,1,1,1,3
2911,4,4,3,4,4,4,4,4,3,4,4,4
2918,1,1,1,1,1,1,1,1,1,1,1,4
2928,4,4,4,4,4,4,4,4,4,4,4,4
2930,1,1,3,3,3,3,3,3,3,3,3,3
2934,4,4,4,4,4,4,4,4,4,4,4,4
2936,1,1,1,1,1,1,1,3,3,3,3,5
2938,1,1,1,1,1,1,1,1,3,3,5,5
2946,1,1,1,1,1,1,1,1,1,1,1,1
2948,1,1,1,1,1,1,1,1,1,1,4,4
2949,1,1,1,1,4,1,1,1,1,1,3,3
2952,1,1,1,1,1,1,1,1,1,1,1,1
